title;film_id;type;id_rating;director;cast;country;date_added;release_year;duration;id_listed_in;marks
After Life;s2641;TV Show;2;;Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman;United Kingdom;April 24, 2020;2020;2 Seasons;28;2
DreamWorks Spooky Stories: Volume 2;s2642;TV Show;5;;Seth Rogen, Will Arnett, Hugh Laurie, Will Ferrell, David Cross, Sean Bishop, Kiefer Sutherland, Cody Cameron, Aron Warner;;April 24, 2020;2011;1 Season;33;4
Kolaiyuthir Kaalam;s2643;Movie;4;Chakri Toleti;Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund;India;April 24, 2020;2019;107 min;54;1
Love 101;s2644;TV Show;2;;Pınar Deniz, Kubilay Aka, Mert Yazıcıoğlu, Alina Boz, Selahattin Paşalı, İpek Filiz Yazıcı, Kaan Urgancıoğlu, Müfit Kayacan, Bade İşçil, Tuba Ünsal;Turkey;April 24, 2020;2020;1 Season;119;1
Yours Sincerely, Kanan Gill;s2645;Movie;2;Neville Shah;Kanan Gill;India;April 24, 2020;2020;72 min;120;1
Ghost in the Shell: SAC_2045;s2646;TV Show;4;;Atsuko Tanaka, Osamu Saka, Akio Otsuka, Koichi Yamadera, Yutaka Nakano, Toru Okawa, Takashi Onozuka, Taro Yamaguchi, Sakiko Tamagawa, Megumi Han, Kenjiro Tsuda, Kaiji Soze, Shigeo Kiyama;Japan, United States;April 23, 2020;2020;1 Season;188;3
My Stupid Boss;s2647;Movie;9;Upi Avianto;Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae, Chew Kin Wah, Atikah Suhaime, Iskandar Zulkarnain, Melissa Karim, Richard Oh, Ting Tan;Indonesia;April 23, 2020;2016;107 min;21;4
My Stupid Boss 2;s2648;Movie;4;Upi Avianto;Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim;Indonesia;April 23, 2020;2019;95 min;21;2
The House of Flowers;s2649;TV Show;2;;Verónica Castro, Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Paco León, Arturo Ríos, Juan Pablo Medina, Verónica Langer, Lucas Velázquez;Mexico;April 23, 2020;2020;3 Seasons;113;1
This Earth of Mankind;s2650;Movie;4;Hanung Bramantyo;Iqbaal Ramadhan, Mawar de Jongh, Sha Ine Febriyanti, Giorgino Abraham, Bryan Domani, Jerome Kurnia, Donny Damara, Ayu Laksmi;Indonesia;April 23, 2020;2019;180 min;12;3
Time to Hunt;s2651;Movie;2;Yoon Sung-hyun;Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo;South Korea;April 23, 2020;2020;135 min;54;4
Absurd Planet;s2652;TV Show;5;;Afi Ekulona;United States;April 22, 2020;2020;1 Season;342;3
Circus of Books;s2653;Movie;2;Rachel Mason;;United States;April 22, 2020;2020;87 min;90;4
The Plagues of Breslau;s2654;Movie;2;Patryk Vega;Małgorzata Kożuchowska, Daria Widawska, Katarzyna Bujakiewicz, Maria Dejmek, Andrzej Grabowski, Ewa Kasprzyk, Jacek Beler, Wojciech Kalinowski, Igor Kujawski, Iwona Bielska, Tomasz Oświeciński;Poland;April 22, 2020;2018;94 min;54;3
The Set Up;s2655;Movie;2;Niyi Akinmolayan;Adesua Etomi, Jim Iyke, Dakore Akande, Marie Humbert, Ayoola Ayolola, Tina Mba, Joke Silva, Kehinde Bankole;Nigeria;April 22, 2020;2019;105 min;12;0
The Silence of the Marsh;s2656;Movie;2;Marc Vigil;Pedro Alonso, Nacho Fresneda, Carmina Barrios, José Ángel Egido, Àlex Monner, Raúl Prieto, Maite Sandoval, Javier Godino, Luis Zahera, Miguel de Lira;Spain;April 22, 2020;2019;93 min;54;1
The Willoughbys;s2657;Movie;3;Kris Pearn;Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen;Canada, United States, United Kingdom;April 22, 2020;2020;92 min;13;5
Win the Wilderness;s2658;TV Show;4;;;United Kingdom;April 22, 2020;2020;1 Season;143;4
Bleach;s2659;TV Show;4;;Masakazu Morita, Fumiko Orikasa, Yuki Matsuoka, Noriaki Sugiyama, Hiroki Yasumoto, Kentaro Ito, Ryotaro Okiayu;Japan;April 21, 2020;2006;5 Seasons;49;4
Middleditch & Schwartz;s2660;TV Show;2;Ryan Polito;Thomas Middleditch, Ben Schwartz;United States;April 21, 2020;2020;1 Season;27;1
Nicky Jam: El Ganador;s2661;TV Show;2;;Nicky Jam, Diego Cadavid, Ana Lucia Dominguez, Darkiel, Osvaldo Friger, Jarlin Javier Martinez, Luis Rivera, Nestor Rodulfo, Luis Gonzaga;Puerto Rico, United States, Colombia;April 21, 2020;2018;1 Season;65;5
Cooked with Cannabis;s2662;TV Show;2;;Kelis, Leather Storrs;United States;April 20, 2020;2020;1 Season;44;2
The Midnight Gospel;s2663;TV Show;2;;Duncan Trussell, Phil Hendrie, Drew Pinsky, Joey Diaz, Natasha Leggero, Johnny Pemberton, Christina Pazsitzky, Anne Lamott, Damien Echols, Trudy Goodman, Maria Bamford, Pauly Shore, Doug Lussenhop, David Nichtern, Steve Little, Caitlin Doughty, Stephen Root;United States;April 20, 2020;2020;1 Season;27;1
Varane Avashyamund;s2664;Movie;4;Anoop Sathyan;Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose;India;April 20, 2020;2020;144 min;50;2
ChuChu TV Nursery Rhymes & Kids Songs (Hindi);s2665;TV Show;6;;;India;April 18, 2020;2019;1 Season;30;3
The King: Eternal Monarch;s2666;TV Show;4;;Lee Min-ho, Kim Go-eun, Woo Do‑hwan, Kim Kyung-nam, Jung Eun-chae, Lee Jung-jin, Kim Young-ok;South Korea;April 18, 2020;2020;1 Season;235;4
#blackAF;s2667;TV Show;2;;Kenya Barris, Rashida Jones, Iman Benson, Genneya Walton, Scarlet Spencer, Justin Claiborne, Ravi Cabot-Conyers;United States;April 17, 2020;2020;1 Season;27;2
Babamın Ceketi;s2668;Movie;2;Müfit Can Saçıntı;Müfit Can Saçıntı, Mert Turak, Ünal Yeter, Elif Nur Kerkük, Uğur Demirpehlivan, Ayşen Gruda, Erkan Can, Banu Manioğlu;Turkey;April 17, 2020;2018;101 min;21;0
Earth and Blood;s2669;Movie;2;Julien Leclercq;Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre;France, Belgium;April 17, 2020;2020;81 min;31;4
El Dragón: Return of a Warrior;s2670;TV Show;2;;Sebastián Rulli, Renata Notni, Roberto Mateos, Irina Baeva, Cassandra Sánchez Navarro, Manuel Balbi, Javier Gómez, Alejandro Ávila, Sofía Castro, Juan Pablo Gil;Mexico;April 17, 2020;2020;2 Seasons;65;3
Hasmukh;s2671;TV Show;2;;Vir Das, Ranvir Shorey, Manoj Pahwa, Ravi Kishan, Raza Murad, Inaamulhaq, Suhail Nayyar, Amrita Bagchi;India;April 17, 2020;2020;1 Season;147;4
Rising High;s2672;Movie;2;Cüneyt Kaya;David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla;Germany;April 17, 2020;2020;95 min;12;2
Sergio;s2673;Movie;8;Greg Barker;Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford;United States;April 17, 2020;2020;119 min;94;4
The Legacy of the Bones;s2674;Movie;2;Fernando González Molina;"Marta Etura, Carlos Librado ""Nene"", Leonardo Sbaraglia, Francesc Orella, Imanol Arias, Benn Northover, Itziar Aizpuru, Patricia López Arnaiz, Alicia Sánchez, Eduardo Rosa";Spain, Germany;April 17, 2020;2019;121 min;54;4
Alelí;s2675;Movie;2;Leticia Jorge Romero;Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli;Uruguay, Argentina;April 16, 2020;2019;88 min;50;0
Fary : Hexagone;s2676;TV Show;2;Adrien Lagier, Ousmane Ly;Fary;France;April 16, 2020;2020;2 Seasons;343;3
Fauda;s2677;TV Show;2;;Lior Raz, Hisham Suliman, Shadi Mar'i, Laëtitia Eïdo, Tsahi Halevi, Yuval Segal, Neta Garty, Tomer Kapon, Itzik Cohen, Rona-Lee Shim'on, Boaz Konforty, Doron Ben-David;Israel;April 16, 2020;2020;3 Seasons;3;3
Hail, Caesar!;s2678;Movie;1;Ethan Coen, Joel Coen;Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill;United States, United Kingdom, Japan;April 16, 2020;2016;106 min;25;1
Jem and the Holograms;s2679;Movie;3;Jon M. Chu;Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun;United States;April 16, 2020;2015;119 min;344;0
Maurício Meirelles: Generating Chaos;s2680;Movie;2;Diego Pignataro;Maurício Meirelles;Brazil;April 16, 2020;2020;63 min;120;0
Puerto Ricans in Paris;s2681;Movie;8;Ian Edelman;Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel;United States;April 16, 2020;2015;82 min;25;2
Stunt School;s2682;Movie;9;Ali Yorgancıoğlu;Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu;Turkey;April 16, 2020;2019;95 min;335;4
For the Broken Hearted;s2683;Movie;4;Digo Ricio;Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas;Philippines;April 15, 2020;2018;93 min;58;1
Mischief;s2684;Movie;5;Emcy Joseph;Suraj Venjaramoodu, Soubin Shahir, Surabhi Lakshmi, Vincy Aloshious, Gracy Soudi, Mammukoya, Jaffer Idukki, Baburaj, Sudhi Koppa, Irshad;India;April 15, 2020;2019;120 min;70;2
The Innocence Files;s2685;TV Show;2;;;United States;April 15, 2020;2020;1 Season;129;5
World Famous Lover;s2686;Movie;2;Kranthi Madhav;Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite;India;April 15, 2020;2020;147 min;58;2
Chris D'Elia: No Pain;s2687;Movie;2;Matt D'Elia;Chris D'Elia;United States;April 14, 2020;2020;55 min;120;4
New Money;s2688;Movie;4;Tope Oshin;Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin;Nigeria;April 14, 2020;2018;107 min;12;2
Moms at War;s2689;Movie;4;Omoni Oboli;Omoni Oboli, Funke Akindele, Yul Edochie, Abayomi Alvin, Adebukola Oladipupo, Sharon Ooja, Eucharia Anunobi, Harriet Akinola, Michelle Dede;Nigeria;April 13, 2020;2018;92 min;50;1
Surviving R. Kelly: The Impact;s2690;Movie;4;;R. Kelly;United States;April 13, 2020;2019;85 min;1;0
Code 8;s2691;Movie;2;Jeff Chan;Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane;Canada;April 11, 2020;2019;98 min;345;3
Brews Brothers;s2692;TV Show;2;;Alan Aisenberg, Mike Castle, Carmen Flood, Marques Ray;United States;April 10, 2020;2020;1 Season;27;2
LA Originals;s2693;Movie;2;;;United States, Argentina;April 10, 2020;2020;92 min;159;5
Love Wedding Repeat;s2694;Movie;2;Dean Craig;Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa;United Kingdom, Italy;April 10, 2020;2020;101 min;22;5
School Life;s2695;Movie;2;Grand Corps Malade, Mehdi Idir;Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko;France;April 10, 2020;2019;112 min;50;4
The Main Event;s2696;Movie;9;Jay Karas;Seth Carr, Tichina Arnold, Adam Pally, Ken Marino, Mike 'The Miz' Mizanin, Momona Tamada, Keith Lee, Babatunde Aiyegbusi, Kofi Kingston;United States;April 10, 2020;2020;103 min;161;0
The Trial;s2697;TV Show;2;Stefano Lodovichi;Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone;Italy;April 10, 2020;2019;1 Season;97;4
Tigertail;s2698;Movie;3;Alan Yang;Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen;United States;April 10, 2020;2020;91 min;67;3
Hi Score Girl;s2699;TV Show;4;;Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose, Kazuyuki Okitsu, Daiki Yamashita, Daria Midou, Satomi Arai, Shizuka Ito, Cho, Chinatsu Akasaki, Tomokazu Sugita, Yuichi Nakamura, Kana Ueda, Taketora, Hochu Otsuka, Hiroki Yasumoto;Japan;April 9, 2020;2019;2 Seasons;116;3
The Circle France;s2700;TV Show;2;;;;April 9, 2020;2020;1 Season;105;2
Born Beautiful;s2701;Movie;2;Perci Intalan;Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros;Philippines;April 8, 2020;2019;96 min;50;4
The Last Airbender;s2702;Movie;3;M. Night Shyamalan;Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton;United States;April 8, 2020;2010;104 min;346;1
Tiffany Haddish: She Ready! From the Hood To Hollywood!;s2703;Movie;2;Chris Robinson;Tiffany Haddish;United States;April 7, 2020;2017;66 min;120;2
Mine 9;s2704;Movie;2;Eddie Mensore;Terry Serpico, Kevin Sizemore, Mark Ashworth, Clint James, Drew Starkey, Erin Elizabeth Burns;United States;April 6, 2020;2019;83 min;94;3
The Florida Project;s2705;Movie;8;Sean Baker;Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones;United States;April 6, 2020;2017;111 min;94;1
Dark Light;s2706;Movie;2;Padraig Reynolds;Jessica Madsen, Opal Littleton, Ed Brody, Kristina Clifford, Ben Sullivan, Gerald Tyler, Weston Meredith;United States;April 5, 2020;2019;90 min;347;3
The Killing of a Sacred Deer;s2707;Movie;8;Yorgos Lanthimos;Colin Farrell, Nicole Kidman, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Sunny Suljic, Bill Camp, Drew Logan, Barry G. Bernson, Denise Dal Vera, Herb Caillouet;Ireland, United Kingdom;April 5, 2020;2017;121 min;140;1
Angel Has Fallen;s2708;Movie;8;Ric Roman Waugh;Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo;United States;April 4, 2020;2019;121 min;39;3
El Reemplazante;s2709;TV Show;2;;Iván Álvarez de Araya, Blanca Lewin, Karla Melo, Sebastián Ayala, Roberto Farías, Sergio Hernández;Chile;April 4, 2020;2013;2 Seasons;96;5
Coffee & Kareem;s2710;Movie;2;Michael Dowse;Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin;United States;April 3, 2020;2020;88 min;76;4
Legacies;s2711;TV Show;4;;Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston;United States;April 3, 2020;2019;2 Seasons;348;1
Money Heist: The Phenomenon;s2712;Movie;2;Pablo Lejarreta, Luis Alfaro;;Spain;April 3, 2020;2020;57 min;16;1
The Death of Stalin;s2713;Movie;8;Armando Iannucci;Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor, Olga Kurylenko, Paul Chahidi;United Kingdom, France, Belgium, Canada, United States;April 3, 2020;2017;107 min;70;1
Sol Levante;s2714;Movie;4;Akira Saitoh;;Japan;April 2, 2020;2020;5 min;43;3
Violet Evergarden: Eternity and the Auto Memory Doll;s2715;Movie;5;Haruka Fujita;Yui Ishikawa, Minako Kotobuki, Aoi Yuki;Japan;April 2, 2020;2019;91 min;349;4
Agneepath;s2716;Movie;4;Mukul Anand;Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi, Neelam, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh;India;April 1, 2020;1990;174 min;12;1
Brothers;s2717;Movie;4;Karan Malhotra;Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez, Shefali Shah, Kulbhushan Kharbanda, Rajendranath Zutshi, Ashutosh Rana;India, United States;April 1, 2020;2015;155 min;32;0
Chhota Bheem and the Curse of Damyaan;s2718;Movie;7;Rajiv Chilaka;Kaustav Ghosh, Jigna Bhardwaj, Chutki, Rajesh Kava, Mausam, Guru Shambu, Arun Shekar, Julie Tejwani, Anamaya Verma;India;April 1, 2020;2012;87 min;7;3
Community;s2719;TV Show;4;;Ken Jeong, Jim Rash, Donald Glover, Joel McHale, Gillian Jacobs, Danny Pudi, Alison Brie, Chevy Chase, Yvette Nicole Brown;United States;April 1, 2020;2015;6 Seasons;27;2
David Batra: Elefanten i rummet;s2720;Movie;2;David Batra, Jon Rudberg;David Batra;Sweden;April 1, 2020;2020;77 min;120;2
Dostana;s2721;Movie;4;Tarun Mansukhani;Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol, Kiron Kher, Sushmita Mukherjee, Shrey Bawa, Boman Irani;India, United States;April 1, 2020;2008;142 min;50;1
Duniya;s2722;Movie;4;Ramesh Talwar;Dilip Kumar, Rishi Kapoor, Pran, Amrita Singh, Ashok Kumar, Prem Chopra, Amrish Puri, Satyen Kappu, Mac Mohan, Javed Khan;India;April 1, 2020;1984;170 min;32;5
Duplicate;s2723;Movie;4;Mahesh Bhatt;Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Farida Jalal, Mohnish Bahl, Tiku Talsania, Gulshan Grover, Sharat Saxena;India;April 1, 2020;1998;165 min;50;3
Friendship;s2724;Movie;4;Raj Khosla;Amitabh Bachchan, Shatrughan Sinha, Zeenat Aman, Prem Chopra, Amrish Puri, Helen, Pran, Gajanan Jagirdar, Sajjan, Iftekhar;India;April 1, 2020;1980;161 min;32;3
Gori Tere Pyaar Mein;s2725;Movie;4;Punit Malhotra;Imran Khan, Kareena Kapoor, Nizhalgal Ravi, Anupam Kher, Shraddha Kapoor, Esha Gupta, Sujata Kumar, Neelu Kohli;India;April 1, 2020;2013;144 min;50;3
Gumrah;s2726;Movie;4;Mahesh Bhatt;Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy, Soni Razdan, Reema Lagoo, Kunika, Tom Alter, Bob Christo, Anang Desai;India;April 1, 2020;1993;149 min;32;3
Hasee Toh Phasee;s2727;Movie;4;Vinil Mathew;Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Madhuri Sanjeev, Sharat Saxena, Nina Kulkarni, Anil Mange;India;April 1, 2020;2014;135 min;50;1
How to Fix a Drug Scandal;s2728;TV Show;2;;;United States;April 1, 2020;2020;1 Season;129;2
Humpty Sharma Ki Dulhania;s2729;Movie;4;Shashank Khaitan;Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Sahil Vaid, Gaurav Pandey, Jaswant Daman, Kenneth Desai, Deepika Amin, Mahnaz Damania;India;April 1, 2020;2014;131 min;22;3
Kaal;s2730;Movie;4;Soham Shah;Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Vishal Malhotra, Kushal Punjabi, Vineet Sharma;India;April 1, 2020;2005;126 min;110;3
Kabhi Alvida Naa Kehna;s2731;Movie;4;Karan Johar;Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal;India;April 1, 2020;2006;192 min;58;4
Kabhi Khushi Kabhie Gham;s2732;Movie;4;Karan Johar;Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol, Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Farida Jalal, Himani Shivpuri, Alok Nath;India;April 1, 2020;2001;209 min;12;4
Kal Ho Naa Ho;s2733;Movie;4;Nikkhil Advani;Shah Rukh Khan, Saif Ali Khan, Preity Zinta, Jaya Bhaduri, Sushma Seth, Reema Lagoo, Lillete Dubey, Delnaaz Paul;India;April 1, 2020;2003;187 min;50;3
Kapoor & Sons;s2734;Movie;4;Shakun Batra;Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor;India;April 1, 2020;2016;138 min;50;0
Kuch Kuch Hota Hai;s2735;Movie;4;Karan Johar;Shah Rukh Khan, Kajol, Rani Mukerji, Farida Jalal, Reema Lagoo, Salman Khan, Archana Puran Singh, Himani Shivpuri, Johny Lever, Anupam Kher, Sana Saeed;India;April 1, 2020;1998;185 min;50;3
Magnificent;s2736;Movie;4;Vikas Bahl;Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Sushma Seth, Niki Walia, Sanah Kapur, Vikas Verma;India;April 1, 2020;2015;143 min;22;1
Man Like Mobeen;s2737;TV Show;2;;;United Kingdom;April 1, 2020;2020;3 Seasons;28;1
Mighty Raju Rio Calling;s2738;Movie;7;Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey;;India;April 1, 2020;2014;97 min;150;1
Muqaddar ka Faisla;s2739;Movie;4;Prakash Mehra;Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Pran, Ranjeet, Meenakshi Sheshadri, Akbar Khan;India;April 1, 2020;1987;172 min;52;5
Pokémon the Series;s2740;TV Show;7;;Sarah Natochenny, Laurie Hymes, Jessica Paquet, Rosie Reyes, Alyson Leigh Rosenfeld, Marc Swint, Rodger Parsons;;April 1, 2020;2019;3 Seasons;53;0
Saint Seiya;s2741;TV Show;4;;Toru Furuya, Hirotaka Suzuoki, Ryo Horikawa, Koichi Hashimoto, Hideyuki Hori, Keiko Han, Yuriko Yamamoto, Kohei Miyauchi, Mami Koyama;Japan;April 1, 2020;1986;6 Seasons;145;4
SETHUM AAYIRAM PON;s2742;Movie;2;Anand Ravichandran;Nivedhithaa Sathish, Srilekha Rajendran, Avinash Raghudevan, Gabrella Sellus, Rathaa Krishnan P., Rajendran;India;April 1, 2020;2020;103 min;8;2
Sunderland 'Til I Die;s2743;TV Show;2;;;United Kingdom;April 1, 2020;2020;2 Seasons;48;2
The Iliza Shlesinger Sketch Show;s2744;TV Show;2;;Ilana Becker, Kerry Coddett, Tarik Davis, Matthew Dellapina, David Ebert, Stink Fisher, Iliana Inocencio, Iliza Shlesinger;United States;April 1, 2020;2020;1 Season;27;4
The Little Vampire;s2745;Movie;9;Richard Claus, Karsten Kiilerich;Matthew Marsh, Rasmus Hardiker, Miriam Margolyes, Tim Pigott-Smith, Alice Krige, Amy Saville, Joseph Kloska, Diane Wilson, Phoebe Givron-Taylor, Jim Carter, Sven De Ridder;Netherlands, Germany, Denmark, United Kingdom;April 1, 2020;2017;83 min;7;3
The Runaways;s2746;Movie;8;Floria Sigismondi;Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks;United States;April 1, 2020;2010;107 min;350;0
The Windsors;s2747;TV Show;2;;Harry Enfield, Haydn Gwynne, Hugh Skinner, Louise Ford, Richard Goulding, Matthew Cottle, Morgana Robinson, Celeste Dring, Katy Wix, Ellie White;United Kingdom;April 1, 2020;2020;3 Seasons;28;1
Ungli;s2748;Movie;4;Renzil D'Silva;Emraan Hashmi, Randeep Hooda, Kangana Ranaut, Sanjay Dutt, Neha Dhupia, Angad Bedi, Neil Bhoopalam, Shraddha Kapoor;India;April 1, 2020;2014;114 min;50;4
Well-Intended Love;s2749;TV Show;4;;Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi;China;April 1, 2020;2020;2 Seasons;5;3
Wildling;s2750;Movie;8;Fritz Böhm;Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet, James Le Gros;United States;April 1, 2020;2018;93 min;347;2
A truthful Mother;s2751;Movie;7;Ravishankar Venkateswaran;Revathi, Roger Narayanan, Sneha Ravishankar, Vidya Shankar, SR Leela;India;March 31, 2020;2020;85 min;7;2
Akbar Birbal;s2752;TV Show;9;;Kiku Sharda, Vishal Kotian, Delnaaz Irani;India;March 31, 2020;2019;1 Season;351;0
Bal Ganesh;s2753;TV Show;7;Vijay S. Bhanushali;Meghna Erande Joshi, Parminder Ghumman;;March 31, 2020;2019;1 Season;30;3
